Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
227, 1, Operation Attack Barb Camp running
227, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
304, 1, Attack Enemy City, No recruits to reach minimum, , , 
304, 1, Attack Enemy City, No recruits to reach minimum, , , 
304, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
304, 1, Attack Walled City, No recruits to reach minimum, , , 
304, 1, Attack Walled City, No recruits to reach minimum, , , 
304, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
304, 2, City Defense, Started
304, 2, Operation City Defense running
304, 2, City Defense, ,0, Ready, 
304, 2, Operation Attack Barb Camp running
304, 2, Attack Barb Camp, ,0, Not Ready, 
304, 2, Operation Naval Superiority running
304, 2, Naval Superiority, ,0, Not Ready, 
304, 2, Operation Settle New City running
304, 2, Settle New City, ,0, Not Ready, 
304, 2, Operation Attack Walled City running
304, 2, Attack Walled City, ,0, Not Ready, 
304, 2, Operation Attack Walled City running
304, 2, Attack Walled City, ,0, Not Ready, 
304, 2, City Defense, No recruits to reach minimum, , , 
304, 2, City Defense, No recruits to match strength, , Enemy Str: 76.0, 
304, 2, City Defense, No recruits to reach minimum, , , 
304, 2, City Defense, No recruits to match strength, , Enemy Str: 76.0, 
304, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ROCKET_ARTILLERY
304, 2, City Defense, Operation complete
304, 2, Attack Walled City, No recruits to reach minimum, , , 
304, 2, Attack Walled City, No recruits to reach minimum, , , 
304, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
304, 2, Attack Barb Camp, No recruits to reach minimum, , , 
304, 2, Attack Barb Camp, No recruits to reach minimum, , , 
304, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
304, 2, Attack Walled City, No recruits to reach minimum, , , 
304, 2, Attack Walled City, No recruits to reach minimum, , , 
304, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
304, 2, Naval Superiority, No recruits to reach minimum, , , 
304, 2, Naval Superiority, No recruits to reach minimum, , , 
304, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
304, 3, City Defense, Started
304, 3, Operation City Defense running
304, 3, City Defense, ,0, Not Ready, 
304, 3, Operation Settle New City running
304, 3, Settle New City, ,0, Not Ready, 
304, 3, Operation Naval Superiority running
304, 3, Naval Superiority, ,0, Not Ready, 
304, 3, City Defense, No recruits to reach minimum, , , 
304, 3, City Defense, No recruits to match strength, , Enemy Str: 86.0, 
304, 3, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
304, 3, City Defense, Operation complete
304, 3, Naval Superiority, No recruits to reach minimum, , , 
304, 3, Naval Superiority, No recruits to reach minimum, , , 
304, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
304, 4, Operation Attack Walled City running
304, 4, Attack Walled City, ,0, Not Ready, UNIT_BOMBARD; UNIT_BOMBARD; 
304, 4, Attack Walled City, ,1, Ready, 
304, 4, Operation Settle New City running
304, 4, Settle New City, ,0, Not Ready, 
304, 4, Operation Naval Superiority running
304, 4, Naval Superiority, ,0, Not Ready, 
304, 4, Attack Walled City, No recruits to reach minimum, , , 
304, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
304, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
304, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
304, 4, Naval Superiority, No recruits to reach minimum, , , 
304, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
304, 5, Operation Settle New City running
304, 5, Settle New City, ,0, Not Ready, 
304, 5, Operation City Defense running
304, City Defense, 5, , Battle line, 357913946:29, 1 endangered
304, 5, City Defense, ,0, Not Ready, UNIT_CHINESE_CROUCHING_TIGER; UNIT_CHINESE_CROUCHING_TIGER; 
304, 5, Operation Naval Superiority running
304, 5, Naval Superiority, ,0, Not Ready, 
304, 5, City Defense, No recruits to reach minimum, , , 
304, 5, City Defense, No recruits to match strength, , Enemy Str: 206.0, 
304, 5, City Defense, No recruits to reach minimum, , , 
304, 5, City Defense, No recruits to match strength, , Enemy Str: 206.0, 
304, 5, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
304, 5, City Defense, Operation Protect Units, UNIT_CHINESE_CROUCHING_TIGER, Move 5 26
304, 5, City Defense, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 9:32, 5:31, 7:32
304, 5, Naval Superiority, No recruits to reach minimum, , , 
304, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
304, 6, Operation Naval Superiority running
304, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
304, 6, Naval Superiority, No recruits to reach minimum, , , 
304, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
304, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
304, 8, Operation Naval Superiority running
304, 8, Naval Superiority, ,0, Not Ready, 
304, 8, Naval Superiority, No recruits to reach minimum, , , 
304, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
304, 11, Operation Naval Superiority running
304, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
304, 11, Naval Superiority, No recruits to reach minimum, , , 
304, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
304, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
304, 12, Operation Naval Superiority running
304, 12, Naval Superiority, ,0, Not Ready, 
304, 12, Naval Superiority, No recruits to reach minimum, , , 
304, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
304, 13, Operation Naval Superiority running
304, 13, Naval Superiority, ,0, Not Ready, 
304, 13, Operation Attack Barb Camp running
304, 13, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
304, 13, Attack Barb Camp, No recruits to reach minimum, , , 
304, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
304, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
304, 13, Attack Barb Camp, Operation Protect Units, UNIT_PIKEMAN, Move 25 37
304, 13, Naval Superiority, No recruits to reach minimum, , , 
304, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
304, 14, Operation Naval Superiority running
304, 14, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
304, 14, Naval Superiority, No recruits to reach minimum, , , 
304, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
304, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
304, 63, Operation Barbarian City Assault running
304, 63, Barbarian City Assault, ,0, Not Ready, 
304, 63, Operation Barbarian City Assault running
304, 63, Barbarian City Assault, ,0, Not Ready, 
304, 63, Operation Barbarian Attack running
304, 63, Barbarian Attack, ,0, Not Ready, 
304, 63, Operation Barbarian City Assault running
304, 63, Barbarian City Assault, ,0, Not Ready, 
304, 63, Operation Barbarian City Assault running
304, 63, Barbarian City Assault, ,0, Not Ready, 
304, 63, Operation Barbarian Attack running
304, 63, Barbarian Attack, ,0, Not Ready, 
304, 63, Operation Barbarian City Assault running
304, 63, Barbarian City Assault, ,0, Not Ready, 
304, 63, Operation Barbarian Attack running
304, Barbarian Attack, 63, , Battle line, 64:4, 0 endangered
304, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
304, 63, Operation Barbarian Attack running
304, 63, Barbarian Attack, ,0, Not Ready, 
304, 63, Operation Barbarian City Assault running
304, 63, Barbarian City Assault, ,0, Not Ready, 
304, 63, Operation Barbarian Builder Capture running
304, Barbarian Builder Capture, 63, , Battle line, 63:6, 0 endangered
304, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
304, 63, Operation Barbarian Builder Capture running
304, Barbarian Builder Capture, 63, , Battle line, 35:16, 1 endangered
304, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_GALLEY; 
304, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
304, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 63:5, 34:42, 63:5
304, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 63:5, 34:42, 63:5
304, 63, Barbarian Builder Capture, Operation Protect Units, UNIT_BUILDER, Move 22 17
304, 63, Barbarian Builder Capture, Operation Move, UNIT_GALLEY, 48:15, 17:21, 48:15
305, 1, City Defense, Started
305, 1, Operation Attack Walled City running
305, 1, Attack Walled City, ,0, Not Ready, 
305, 1, Attack Walled City, ,1, Ready, 
305, 1, Operation Attack Enemy City running
305, 1, Attack Enemy City, ,0, Not Ready, 
305, 1, Operation City Defense running
305, 1, City Defense, ,0, Not Ready, 
305, 1, Operation Settle New City running
305, 1, Settle New City, ,0, Not Ready, 
305, 1, City Defense, No recruits to reach minimum, , , 
305, 1, City Defense, No recruits to match strength, , Enemy Str: 143.0, 
305, 1, City Defense, No recruits to reach minimum, , , 
305, 1, City Defense, No recruits to match strength, , Enemy Str: 143.0, 
305, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
305, 1, City Defense, Operation complete
305, 1, Attack Walled City, No recruits to reach minimum, , , 
305, 1, Attack Walled City, No recruits to reach minimum, , , 
305, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
305, 1, Attack Enemy City, Operation complete
305, 2, City Defense, Started
305, 2, Operation City Defense running
305, 2, City Defense, ,0, Not Ready, 
305, 2, Operation Attack Barb Camp running
305, 2, Attack Barb Camp, ,0, Not Ready, 
305, 2, Operation Naval Superiority running
305, 2, Naval Superiority, ,0, Not Ready, 
305, 2, Operation Settle New City running
305, 2, Settle New City, ,0, Not Ready, 
305, 2, Operation Attack Walled City running
305, 2, Attack Walled City, ,0, Not Ready, 
305, 2, Operation Attack Walled City running
305, 2, Attack Walled City, ,0, Not Ready, 
305, 2, City Defense, No recruits to reach minimum, , , 
305, 2, City Defense, No recruits to match strength, , Enemy Str: 111.0, 
305, 2, City Defense, No recruits to reach minimum, , , 
305, 2, City Defense, No recruits to match strength, , Enemy Str: 111.0, 
305, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ROCKET_ARTILLERY
305, 2, City Defense, Operation complete
305, 2, Attack Walled City, No recruits to reach minimum, , , 
305, 2, Attack Walled City, No recruits to reach minimum, , , 
305, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
305, 2, Attack Barb Camp, No recruits to reach minimum, , , 
305, 2, Attack Barb Camp, No recruits to reach minimum, , , 
305, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
305, 2, Attack Walled City, Operation complete
305, 2, Naval Superiority, No recruits to reach minimum, , , 
305, 2, Naval Superiority, No recruits to reach minimum, , , 
305, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
305, 3, City Defense, Started
305, 3, Operation City Defense running
305, 3, City Defense, ,0, Not Ready, 
305, 3, Operation Settle New City running
305, 3, Settle New City, ,0, Not Ready, 
305, 3, Operation Naval Superiority running
305, 3, Naval Superiority, ,0, Not Ready, 
305, 3, City Defense, No recruits to reach minimum, , , 
305, 3, City Defense, No recruits to match strength, , Enemy Str: 193.0, 
305, 3, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
305, 3, City Defense, Operation complete
305, 3, Naval Superiority, No recruits to reach minimum, , , 
305, 3, Naval Superiority, No recruits to reach minimum, , , 
305, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
305, 4, Operation Attack Walled City running
305, 4, Attack Walled City, ,0, Not Ready, UNIT_BOMBARD; UNIT_BOMBARD; 
305, 4, Attack Walled City, ,1, Ready, 
305, 4, Operation Settle New City running
305, 4, Settle New City, ,0, Not Ready, 
305, 4, Operation Naval Superiority running
305, 4, Naval Superiority, ,0, Not Ready, 
305, 4, Attack Walled City, No recruits to reach minimum, , , 
305, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
305, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
305, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
305, 4, Naval Superiority, No recruits to reach minimum, , , 
305, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
305, 5, Operation Settle New City running
305, 5, Settle New City, ,0, Not Ready, 
305, 5, Operation City Defense running
305, City Defense, 5, , Battle line, 429496735:28, 1 endangered
305, 5, City Defense, ,0, Not Ready, UNIT_CHINESE_CROUCHING_TIGER; UNIT_CHINESE_CROUCHING_TIGER; 
305, 5, Operation Naval Superiority running
305, 5, Naval Superiority, ,0, Not Ready, 
305, 5, City Defense, No recruits to reach minimum, , , 
305, 5, City Defense, No recruits to match strength, , Enemy Str: 204.0, 
305, 5, City Defense, No recruits to reach minimum, , , 
305, 5, City Defense, No recruits to match strength, , Enemy Str: 204.0, 
305, 5, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
305, 5, City Defense, Operation Protect Units, UNIT_CHINESE_CROUCHING_TIGER, Move 4 26
305, 5, City Defense, Operation Attack Units, UNIT_CHINESE_CROUCHING_TIGER, At 7:32, Move 5:31, Attack -9999:-9999
305, 5, Naval Superiority, No recruits to reach minimum, , , 
305, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
305, 6, Operation Naval Superiority running
305, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
305, 6, Naval Superiority, No recruits to reach minimum, , , 
305, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
305, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
305, 6, Naval Superiority, Operation Move, UNIT_CARAVEL, 16:15, 20:33, 12:16
305, 8, Operation Naval Superiority running
305, 8, Naval Superiority, ,0, Not Ready, 
305, 8, Naval Superiority, No recruits to reach minimum, , , 
305, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
305, 11, Operation Naval Superiority running
305, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
305, 11, Naval Superiority, No recruits to reach minimum, , , 
305, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
305, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
305, 12, Operation Naval Superiority running
305, 12, Naval Superiority, ,0, Not Ready, 
305, 12, Naval Superiority, No recruits to reach minimum, , , 
305, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
305, 13, Operation Naval Superiority running
305, 13, Naval Superiority, ,0, Not Ready, 
305, 13, Operation Attack Barb Camp running
305, 13, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
305, 13, Attack Barb Camp, No recruits to reach minimum, , , 
305, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
305, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
305, 13, Attack Barb Camp, Operation Protect Units, UNIT_PIKEMAN, Move 27 40
305, 13, Naval Superiority, No recruits to reach minimum, , , 
305, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
305, 14, Operation Naval Superiority running
305, 14, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
305, 14, Naval Superiority, No recruits to reach minimum, , , 
305, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
305, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
305, 63, Operation Barbarian City Assault running
305, 63, Barbarian City Assault, ,0, Not Ready, 
305, 63, Operation Barbarian City Assault running
305, 63, Barbarian City Assault, ,0, Not Ready, 
305, 63, Operation Barbarian Attack running
305, 63, Barbarian Attack, ,0, Not Ready, 
305, 63, Operation Barbarian City Assault running
305, 63, Barbarian City Assault, ,0, Not Ready, 
305, 63, Operation Barbarian City Assault running
305, 63, Barbarian City Assault, ,0, Not Ready, 
305, 63, Operation Barbarian Attack running
305, 63, Barbarian Attack, ,0, Not Ready, 
305, 63, Operation Barbarian City Assault running
305, 63, Barbarian City Assault, ,0, Not Ready, 
