Game Turn, Player, Action, , 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 63
227, 1, ,, -61:DIPLO_STATE_WAR,, 1:DIPLO_STATE_NEUTRAL, -12:DIPLO_STATE_DENOUNCED, 14:DIPLO_STATE_FRIENDLY, -4:DIPLO_STATE_UNFRIENDLY, 1:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 4, ,, -24:DIPLO_STATE_DENOUNCED, 36:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_NEUTRAL, 0:DIPLO_STATE_FRIENDLY,, -9:DIPLO_STATE_NEUTRAL, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 5, ,, -31:DIPLO_STATE_DENOUNCED, 42:DIPLO_STATE_DECLARED_FRIEND, -5:DIPLO_STATE_DENOUNCED, 13:DIPLO_STATE_FRIENDLY, 8:DIPLO_STATE_FRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 5:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 6, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 7, ,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 8, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 9, ,,, 6:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 5:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 11, ,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 12, ,,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 13, ,, 0:DIPLO_STATE_AWARE, 6:DIPLO_STATE_PATRON, 5:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 14, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_WAR_WITH_MAJOR, 1:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
283, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284, 0, ,,, -24:DIPLO_STATE_WAR, -8:DIPLO_STATE_UNFRIENDLY, -24:DIPLO_STATE_DENOUNCED, -23:DIPLO_STATE_DENOUNCED, -18:DIPLO_STATE_DENOUNCED,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 1, ,, -62:DIPLO_STATE_WAR,, 7:DIPLO_STATE_WAR, 7:DIPLO_STATE_DENOUNCED, 41:DIPLO_STATE_ALLIED, 42:DIPLO_STATE_DECLARED_FRIEND, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 6:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 6:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 2, ,, 3:DIPLO_STATE_UNFRIENDLY, -4:DIPLO_STATE_WAR,, 4:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -3:DIPLO_STATE_DENOUNCED, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 5:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 3, ,, -62:DIPLO_STATE_DENOUNCED, -2:DIPLO_STATE_DENOUNCED, 20:DIPLO_STATE_FRIENDLY,, -5:DIPLO_STATE_UNFRIENDLY, -4:DIPLO_STATE_UNFRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 4, ,, -23:DIPLO_STATE_DENOUNCED, 35:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_NEUTRAL, 0:DIPLO_STATE_FRIENDLY,, -4:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 5, ,, -46:DIPLO_STATE_DENOUNCED, 41:DIPLO_STATE_DECLARED_FRIEND, -5:DIPLO_STATE_DENOUNCED, 13:DIPLO_STATE_FRIENDLY, 10:DIPLO_STATE_FRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 5:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 6, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 7, ,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 8, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 9, ,,, 6:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 5:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 11, ,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 12, ,,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 13, ,, 0:DIPLO_STATE_AWARE, 6:DIPLO_STATE_PATRON, 5:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 14, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_WAR_WITH_MAJOR, 1:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
284, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285, 0, ,,, -24:DIPLO_STATE_WAR, -7:DIPLO_STATE_UNFRIENDLY, -24:DIPLO_STATE_DENOUNCED, -23:DIPLO_STATE_DENOUNCED, -18:DIPLO_STATE_DENOUNCED,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 1, ,, -61:DIPLO_STATE_WAR,, 7:DIPLO_STATE_WAR, 6:DIPLO_STATE_DENOUNCED, 40:DIPLO_STATE_ALLIED, 41:DIPLO_STATE_DECLARED_FRIEND, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 6:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 6:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 2, ,, 3:DIPLO_STATE_UNFRIENDLY, -4:DIPLO_STATE_WAR,, 4:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -3:DIPLO_STATE_DENOUNCED, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 5:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 3, ,, -61:DIPLO_STATE_DENOUNCED, -2:DIPLO_STATE_DENOUNCED, 20:DIPLO_STATE_FRIENDLY,, -6:DIPLO_STATE_UNFRIENDLY, -4:DIPLO_STATE_UNFRIENDLY, 0:DIPLO_STATE_NO_INFLUENCE, 4:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 7:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 4, ,, -23:DIPLO_STATE_DENOUNCED, 35:DIPLO_STATE_ALLIED, 1:DIPLO_STATE_NEUTRAL, -1:DIPLO_STATE_FRIENDLY,, -4:DIPLO_STATE_FRIENDLY, 3:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_MAX_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 5, ,, -45:DIPLO_STATE_DENOUNCED, 41:DIPLO_STATE_DECLARED_FRIEND, -5:DIPLO_STATE_DENOUNCED, 12:DIPLO_STATE_FRIENDLY, 9:DIPLO_STATE_FRIENDLY,, 0:DIPLO_STATE_NO_INFLUENCE, 1:DIPLO_STATE_INFLUENTIAL, 1:DIPLO_STATE_INFLUENTIAL, 5:DIPLO_STATE_INFLUENTIAL,, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 6, ,,, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 7, ,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 4:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 8, ,, 0:DIPLO_STATE_AWARE, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 9, ,,, 6:DIPLO_STATE_PATRON, 6:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 5:DIPLO_STATE_PATRON,, 0:DIPLO_STATE_MINOR_MINOR,,,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 11, ,,, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 2:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 12, ,,, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 13, ,, 0:DIPLO_STATE_AWARE, 6:DIPLO_STATE_PATRON, 5:DIPLO_STATE_PATRON, 7:DIPLO_STATE_PATRON, 1:DIPLO_STATE_PATRON, 3:DIPLO_STATE_PATRON, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 14, ,, 0:DIPLO_STATE_WAR_WITH_MAJOR, 3:DIPLO_STATE_PATRON, 2:DIPLO_STATE_WAR_WITH_MAJOR, 1:DIPLO_STATE_PATRON, 2:DIPLO_STATE_PATRON, 0:DIPLO_STATE_AWARE, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR, 0:DIPLO_STATE_MINOR_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
285, 63, ,, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:, 0:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286, 0, ,,, -24:DIPLO_STATE_WAR, -7:DIPLO_STATE_UNFRIENDLY, -24:DIPLO_STATE_DENOUNCED, -23:DIPLO_STATE_DENOUNCED, -18:DIPLO_STATE_DENOUNCED,,, 0:DIPLO_STATE_NO_INFLUENCE,, 0:DIPLO_STATE_WAR_WITH_MINOR,,, 0:DIPLO_STATE_NO_INFLUENCE, 0:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
286, 1, ,, -61:DIPLO_STATE_WAR,, 7:DIPLO_STATE_WAR, 6:DIPLO_STATE_DENOUNCED, 39:DIPLO_STATE_ALLIED, 44:DIPLO_STATE_DECLARED_FRIEND, 1:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_INFLUENTIAL, 6:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 3:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_INFLUENTIAL, 6:DIPLO_STATE_INFLUENTIAL, 3:DIPLO_STATE_MAX_INFLUENCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
286, 2, ,, 3:DIPLO_STATE_UNFRIENDLY, -4:DIPLO_STATE_WAR,, 4:DIPLO_STATE_FRIENDLY, 5:DIPLO_STATE_FRIENDLY, -3:DIPLO_STATE_DENOUNCED, 0:DIPLO_STATE_NO_INFLUENCE, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 6:DIPLO_STATE_INFLUENTIAL,, 2:DIPLO_STATE_INFLUENTIAL, 0:DIPLO_STATE_NO_INFLUENCE, 5:DIPLO_STATE_INFLUENTIAL, 2:DIPLO_STATE_WAR_WITH_MINOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 0:
